Word,Found,Original Found,Close Matches
bluetick,True,False,"baltic, guestwick, tick"
boa,True,True,"boa, boma, boat"
boa constrictor,True,False,"contractor, contradictory, contributor"
boar,True,True,"boar, boars, board"
bobcat,True,False,"boat, boats, boast"
bobolink,True,False,"blink, goblin, obelisk"
bobtail,True,False,"obtain, botanical, tail"
bobwhite,True,False,"white, bowie, whitey"
bobwhite quail,False,False,No close match found
boll weevil,False,False,No close match found
bollworm,True,False,"blindworm, worm, boom"
bolognese,True,False,"boulogne, cologne, bologna"
bombardier beetle,False,False,No close match found
bonefish,True,False,"bones, brownish, bonfires"
bongo,True,False,"congo, borgo, boo"
bonito,True,False,"bonita, benito, onto"
bonnethead,True,False,"bonnet, connected, bonnets"
bonobo,True,False,"bobo, bonbons, booby"
bony fish,True,False,"boyish, brownish, bonfires"
booby,True,True,"booby, booty, bobby"
border collie,True,False,"borderline, orderlies, orderliness"
borzoi,True,False,"broil, borri, boris"
boston terrier,True,False,terrier
botfly,True,False,"hotly, bothy, booty"
boto,True,False,"boo, bottom, boston"
bottlenose,True,False,"bottles, bottle, bottoms"
bottlenose dolphin,False,False,No close match found
bottlenose whale,False,False,No close match found
bovine,True,False,"vine, bone, vines"
bowerbird,True,False,"weird, bower, bowed"
bowfin,True,False,"bowing, boffin, bowling"
bowhead,True,False,"bowed, browed, bowled"
bowhead whale,False,False,No close match found
box turtle,True,False,"turtle, bottle, turtles"
boxelder bug,True,False,"elderbush, bolder"
boxer,True,True,"boxer, boer, boxes"
boxfish,True,False,"boyish, fish, bosh"
brachiopod,True,False,"brood, broached, branched"
brachiosaurus,True,False,"gracious, graciosa"
bream,True,False,"beam, reams, realm"
brimfish,True,False,"british, romish, impish"
brine shrimp,True,False,shrimp
broadbill,True,False,"broadly, broil, broad"
broadtail,True,False,"redtail, broadly, broil"
bronc,True,False,"broncho, byron, brown"
bronco,True,False,"broncho, bronson, byron"
brontosaurus,True,False,"contours, taurus, bounteous"
broodmare,True,False,"broome, bromar, brooded"
broody hen,True,False,"brooded, broaden, brooklyn"
brook trout,True,False,lookout
brown bear,True,False,"browner, browbeat, browne"
brown bullhead,True,False,browned
brown creeper,True,False,"creeper, browner, creepers"
brown hyena,True,False,"arowhena, rowena, browne"
brown recluse,True,False,"recluse, brownies, browne's"
brown recluse spider,False,False,No close match found
brown thrasher,True,False,"browner, brother"
brown trout,True,False,browner
bruin,True,True,"bruin, ruin, ruins"
bryozoan,True,False,"bryan, ryan, roon"
buck,True,True,"buck, bucks, buckle"
bucking bronco,True,False,bucking
budgerigar,True,False,"burglar, blundering, burglary"
budgie,True,False,"budge, budget, budge's"
buffalo,True,True,"buffalo, buffaloes, buff"
bufflehead,True,False,"bulkhead, buffeted, ruffled"
bufo,True,False,"buoy, buff, buffoon"
bug,True,True,"bug, burg, bung"
bulbul,True,False,"bull, bulb, bully"
bull,True,True,"bull, bully, bulls"
bull mastiff,True,False,mastiff
bull shark,True,False,"bulwark, shark, bulwarks"
bull snake,True,False,"snake, bulls, blake"
bull terrier,True,False,"terrier, ulterior, terriers"
bulldog,True,True,"bulldog, bullfrog, bull"
bullfinch,True,False,"bullion, finch, bunch"
bullfrog,True,True,"bullfrog, bulldog, frog"
bullhead,True,False,"bulkhead, bullied, pulled"
bullhead catfish,False,False,No close match found
bullmastiff,True,False,"mastiff, ballast"
bullock,True,True,"bullock, bullocks, block"
bullsnake,True,False,"snake, bulls, blake"
bumblebee,True,True,"bumblebee, bumble, tumble"
bunny,True,True,"bunny, tunny, sunny"
bunny rabbit,True,False,rabbit
bunting,True,True,"bunting, uniting, hunting"
burbot,True,False,"turbot, bourbon, burst"
burmese mountain dog,False,False,No close match found
burro,True,False,"burrow, burros, burr"
bush squirrel,True,False,"squirrel, squirrels"
bushbaby,True,False,"bushy, busby, shabby"
bushbuck,True,False,"shucks, suck, huck"
bushmaster,True,False,"burgomaster, master, buster"
bustard,True,False,"mustard, custard, bastard"
butterfish,True,False,"butterflies, cuttlefish, butterfly's"
butterflies,True,True,"butterflies, butterfly's, butterfly"
butterfly,True,True,"butterfly, butterfly's, utterly"
butterflyfish,True,False,"butterfly's, butterflies, butterfly"
buzzard,True,True,"buzzard, blizzard, buzzer"
cactus wren,True,False,"cactus, caricature, capture"
caddis fly,True,False,"candidly, caddy"
caecilian,True,False,"cecilia, castilian, ceiling"
caiman,True,False,"claimant, chairman, campan"
cairn terrier,True,False,"terrier, caterer, cartier"
calf,True,True,"calf, alf, calf's"
calico cat,True,False,calico
camel,True,True,"camel, camels, came"
cameo,True,True,"cameo, came, cameron"
canary,True,True,"canary, cana, january"
canebrake rattlesnake,True,False,rattlesnake
canine,True,True,"canine, nanine, canned"
canis lupus,False,False,No close match found
cankerworm,True,False,"canker, careworn, anteroom"
canvasback,True,False,"caneback, canvas, canvass"
canvasback duck,False,False,No close match found
cape buffalo,True,False,"buffalo, buffaloes"
capelin,True,False,"caplin, chaplin, capel"
capercaillie,True,False,"percivale, pencilled, capell"
capibara,True,False,"caspar, chapparal, chaparral"
caplin,True,True,"caplin, chaplin, chaplain"
capon,True,False,"capron, capons, cap'n"
capuchin,True,False,"punching, coaching, catching"
capuchin monkey,False,False,No close match found
capybara,True,False,"caspar, chapparal, chaparral"
carabao,True,False,"carbon, arabia, crab"
caracal,True,False,"charcoal, rascal, racial"
caracara,True,False,"character, scarcer, cronaca"
cardinal,True,True,"cardinal, cardinals, cardinal's"
caribou,True,True,"caribou, cariboo, carbon"
carp,True,True,"carp, scarp, car"
carpenter ant,True,False,"carpenter, carpentering, carpenters"
carpenter bee,True,False,"carpenter, carpenters, carpenter's"
carpet beetle,True,False,carpeted
carrier pigeon,True,False,"criterion, carrion, carrington"
carrion crow,True,False,"carrion, scarecrow"
carthorse,True,False,"carthoris, harthouse, barthorpe"
cartilaginous fish,False,False,No close match found
cassowary,True,False,"cowardly, causeway, castaway"
cat,True,True,"cat, coat, chat"
catamount,True,False,"tantamount, altamont, amount"
catbird,True,False,"card, bird, attired"
caterpillar,True,True,"caterpillar, caterpillars, pillar"
catfish,True,False,"crayfish, crawfish, fish"
cattle,True,True,"cattle, wattle, tattle"
cattle egret,True,False,"carteret, scattered, cleverest"
cavalier king charles spaniel,False,False,No close match found
cavy,True,False,"cavity, wavy, navy"
cayote,True,False,"coyote, cote, coyotes"
cedar waxwing,True,False,"drawing, drawling, drawings"
centipede,True,True,"centipede, centipedes, scented"
cephalopod,False,False,No close match found
ceratopsian,True,False,"craftsman, utopian, persian"
cervid,True,False,"fervid, eridu, cried"
cetacean,True,False,"cetaceans, crustaceans, cetera"
chachalaca,True,False,charcoal
chaffinch,True,True,"chaffinch, chaffing, chafing"
chain pickerel,True,False,chancel
chambered nautilus,False,False,No close match found
chameleon,True,True,"chameleon, cameron, camelot"
chamois,True,True,"chamois, chaos, hamish"
channel catfish,True,False,channels
char,True,True,"char, chart, charm"
charolais,True,False,"carols, calais, charlie's"
cheep,True,False,"chee, sheep, creep"
cheetah,True,False,"uncheedah, chee, heareth"
chetah,True,False,"chettam, heath, chota"
chewbacca,False,False,No close match found
chick,True,True,"chick, chicks, chickie"
chickadee,True,True,"chickadee, cockade, chickie"
chicken,True,True,"chicken, chickens, thicken"
chigger,True,False,"nigger, higher, digger"
chihuahua,True,False,chicha
chimaera,True,True,"chimaera, chimera, chimeras"
chimp,True,False,"chip, chirp, chips"
chimpanzee,True,False,"champagne, chinese, chimney"
chinch bug,True,False,cinch
chinchilla,True,False,"chicha, churchill, cornhill"
chinook,True,True,"chinook, chink, hindoo"
chinook salmon,True,False,chinook
chipmunk,True,True,"chipmunk, chipmunks, chunk"
chipping sparrow,False,False,No close match found
chocolate labrador,True,False,chocolate
chough,True,False,"cough, though, hugh"
chow chow,False,False,No close match found
christmas tree worm,True,False,christminster
chub,True,False,"hub, cub, chu"
chum salmon,True,False,"salmon, salmons"
cicada,True,False,"picard, ida, cid"
cicada killer,False,False,No close match found
cichlid,True,False,"circled, richland, inclined"
cichlid fish,True,False,childish
civet,True,False,"covet, clive, ive"
civet cat,False,False,No close match found
clam,True,True,"clam, clams, clamp"
cleaner shrimp,True,False,"leadership, rangership, cleaner"
clown fish,True,False,"clowns, cornish, codfish"
clownfish,True,False,"clowns, cornish, codfish"
clydesdale,True,False,"dimmesdale, trysdale, clyde"
coati,True,False,"coat, coating, coats"
coatimundi,True,False,"coating, compound, communed"
cobia,True,False,"cogia, cobra, columbia"
cobra,True,True,"cobra, cora, coral"
cochineal,True,True,"cochineal, cochin, congeal"
cock,True,True,"cock, crock, cocks"
cockatiel,True,False,"cocktail, cocktails, cockade"
cockatoo,True,False,"cuckoo, cockletop, pocketbook"
cocker,True,False,"crocker, cocke, crockery"
cocker spaniel,True,False,spaniel
cockerel,True,False,"crocker, cochere, cocke"
cockle,True,True,"cockle, cocke, cocked"
cockroach,True,False,"roach, corah, cocoa"
cockroaches,True,False,"coaches, cockades, scratches"
cod,True,True,"cod, cord, cold"
codfish,True,True,"codfish, goldfish, oldish"
codling,True,False,"coddling, cooling, coiling"
codling moth,True,False,coddling
coelacanth,True,False,"complacent, covenant, complaisant"
coho,True,False,"oho, coo, clotho"
coho salmon,True,False,"salmon, salmons"
collared lizard,True,False,collared
collared peccary,True,False,collared
collie,True,True,"collie, collided, mollie"
colobus,True,False,"colours, columbus, colossus"
colobus monkey,False,False,No close match found
colt,True,True,"colt, colts, cot"
colugo,True,False,"cough, congo, color"
comb jelly,True,False,"comely, jelly, cromwell"
common murre,True,False,"commoner, concurred, composure"
common scoter,True,False,"commoner, commoners, monster"
common yellowthroat,False,False,No close match found
conch,True,False,"couch, coach, cinch"
condor,True,False,"candor, odor, conductor"
coney,True,True,"coney, corney, convey"
conger,True,False,"longer, corner, confer"
conger eel,True,False,"mongrel, congeal, conversely"
constrictor,True,False,"contractor, contradictory, contributor"
conure,True,False,"conjure, conjures, conjured"
coonhound,True,False,"confound, confounded, hound"
coot,True,False,"cot, coo, coyote"
cooter,True,False,"coyote, cooper, cooler"
copepod,True,False,"copied, cooped, copp"
copperhead,True,False,"overhead, copperas, copperfield"
copperhead snake,True,False,copperas
coq,True,False,"co, lecoq, coy"
coral,True,True,"coral, corral, corals"
coral reef snake,True,False,rattlesnake
coral snake,True,False,"rattlesnake, corals, forsake"
corbina,True,False,"clorinda, corona, cornua"
corgi,True,False,"cogia, cog, origin"
cormorant,True,False,"corporate, moraunt, dormant"
corn borer,True,False,"corner, forbore, coroner"
corn borer moth,False,False,No close match found
corn earworm,True,False,"corner, conqueror"
corn snake,True,False,"forsake, greensnake, snake"
corncrake,True,False,"cornick, cornice, concave"
cornish game hen,False,False,No close match found
cotton bollworm,False,False,No close match found
cottonmouth,True,False,"monmouth, cotton, portsmouth"
cottonmouth moccasin,False,False,No close match found
cottontail,True,False,"cotton, cottons, contain"
cottontail rabbit,False,False,No close match found
cougar,True,True,"cougar, sugar, scour"
courser,True,True,"courser, coursers, course"
cow,True,True,"cow, crow, cows"
cowbird,True,False,"coward, cord, bird"
cownose ray,True,False,"considerably, conservatory, nosegay"
cowrie,True,False,"cowardice, core, cowhide"
cowry,True,False,"dowry, corny, cowardly"
cows,True,True,"cows, crows, cow's"
coyote,True,True,"coyote, coyotes, cote"
coypu,True,False,"coy, cop, cyprus"
crab,True,True,"crab, crabs, cab"
crane,True,True,"crane, cranes, craned"
cranefly,True,False,"crane, caney, urbanely"
crappie,True,False,"crape, scrappes, scrapper"
crawdad,True,False,"adad, crowded, crawled"
crawfish,True,True,"crawfish, crayfish, crash"
crawler,True,False,"crawley, crawled, rawle"
crayfish,True,True,"crayfish, crawfish, grayish"
crevalle jack,False,False,No close match found
cricket,True,True,"cricket, crickets, cricketer"
crinoid,True,False,"rind, cringed, carlini"
croaker,True,False,"crocker, croaked, creaker"
croc,True,False,"crock, croce, roc"
crocodile,True,True,"crocodile, crocodiles, crocodile's"
crossbill,True,False,"crossly, crosbie, cross"
crow,True,True,"crow, crows, crown"
crucian carp,False,False,No close match found
crustacean,True,False,"crustaceans, cetaceans, circumstance"
cub,True,True,"cub, curb, cubs"
cuckoo,True,True,"cuckoo, cuzco, cluck"
culex pipiens,False,False,No close match found
curlew,True,True,"curlew, curled, curfew"
cuscus,True,False,"cuss, luscious, sculls"
cusk,True,False,"tusk, rusk, musk"
cuttlefish,True,True,"cuttlefish, scuttle, cutters"
cutworm,True,False,"custom, worm, outworn"
cygnet,True,False,"clyne, yet, wygant"
dace,True,False,"dance, ace, deface"
dachshund,True,False,"dashed, asmund"
daddy longlegs,False,False,No close match found
dairy cattle,True,False,"rattle, dartle, cattle"
dairy cow,True,False,"dairy, darrow"
dall sheep,True,False,sheep
dalmatian,True,False,"dalmatia, latian, galatians"
damsel fish,True,False,"selfish, damsels, damsel's"
damselfish,True,False,"selfish, damsels, damsel's"
damselfly,True,False,"damsel, damsels, damosel"
daphnia,True,False,"daphne, dahlia, dana"
darkling beetle,True,False,darkling
darning needle,True,False,darning
darter,True,False,"darters, arter, garter"
darwin frog,True,False,"darwin, daring, drawing"
daschund,True,False,"dashed, asmund, ascend"
dear,True,True,"dear, idear, drear"
decapod,True,False,"decoud, decade, dead"
deer,True,True,"deer, deter, defer"
deerhound,True,True,"deerhound, deronda, round"
degu,True,False,"jegu, dieu, tengu"
desert tortoise,True,False,tortoise
devil,True,True,"devil, devils, evil"
diamondback,True,False,"diamond, diamonds, diamond's"
diamondback rattlesnake,False,False,No close match found
diamondback terrapin,False,False,No close match found
dik-dik,False,False,No close match found
dingo,True,False,"ding, domingo, lingo"
dinosaur,True,False,"insure, disarm, dinars"
dinosaurs,True,False,"dinars, disturbs, disclosures"
diplodocus,False,False,No close match found
doberman,True,False,"dormant, nobleman, derriman"
doberman pinscher,False,False,No close match found
dodo,True,True,"dodo, odo, doo"
dodo bird,False,False,No close match found
doe,True,True,"doe, doze, dove"
dog,True,True,"dog, dong, dogs"
dogfish,True,False,"gish, fish, dogs"
doggie,True,False,"dogged, ogier, dodge"
doggy,True,False,"foggy, boggy, doggedly"
dogs,True,True,"dogs, dog's, ogs"
dolphin,True,True,"dolphin, dolphins, godolphin"
dolphinfish,True,False,"dolphins, dolphin, phinis"
domingo,True,True,"domingo, domino, doing"
donkey,True,True,"donkey, donkeys, donkey's"
doodlebug,True,False,"doodle, poodle, noodle"
dormouse,True,True,"dormouse, odorous, rouse"
dory,True,True,"dory, dowry, dorry"
dotterel,True,False,"dotterine, otter, tottered"
double-crested cormorant,False,False,No close match found
dove,True,True,"dove, drove, doves"
downy woodpecker,True,False,"woodpecker, woodpeckers"
dragon,True,True,"dragon, dragoon, dragons"
dragon lizard,True,False,agonized
dragonfly,True,False,"dragon, dragoon, dragons"
drake,True,True,"drake, draken, rake"
dray horse,True,False,horse
dromedary,True,True,"dromedary, dreary, someday"
drosophila,True,False,"sophia, rostopchin, hydrophobia"
drum fish,True,False,"drums, dwarfish, romish"
duck,True,True,"duck, ducks, duc"
duckbill,True,False,"luckily, lucille, kill"
duckbilled platypus,False,False,No close match found
duckling,True,True,"duckling, ducklings, ducking"
ducks,True,True,"ducks, duck, tucks"
dugong,True,False,"gong, dung, dong"
duiker,True,False,"duke, dike, quicker"
dung beetle,True,False,"ungentle, beetle, beetles"
dungeness crab,False,False,No close match found
dunlin,True,False,"dunlavin, dublin, dunn"
dusky shark,True,False,skylark
dwarf hamster,False,False,No close match found
dwarf rabbit,True,False,rabbit
dwarf sperm whale,False,False,No close match found
eagle,True,True,"eagle, eagles, beagle"
eagle ray,True,False,"eagerly, eagle, eager"
eaglet,True,False,"eagle, eagles, beagle"
eared grebe,False,False,No close match found
earthworm,True,False,"earthwork, earthworks, earthward"
earwig,True,False,"wearing, tearing, searing"
eastern cottontail,False,False,No close match found
eastern indigo snake,False,False,No close match found
eastern kingbird,False,False,No close match found
eastern lowland gorilla,False,False,No close match found
eastern meadowlark,False,False,No close match found
eastern toebiter,False,False,No close match found
echidna,True,False,"china, edna, chin"
echinoderm,True,False,"hinder, cinder, hinders"
eel,True,True,"eel, weel, reel"
eelpout,True,False,"pout, lout, spout"
eels,True,True,"eels, reels, heels"
egret,True,False,"regret, regrets, greet"
eider,True,True,"eider, wider, rider"
eider duck,True,False,eider
eland,True,False,"land, zeeland, zealand"
electric eel,True,False,"electrical, electric, electrically"
elephant,True,True,"elephant, elephants, elephant's"
elephant seal,True,False,"elephants, elephant's, elephant"
elk,True,True,"elk, el, welkin"
elkhound,True,False,"hound, hounds, wolfhound"
elver,True,False,"ever, deliver, sever"
emerald shiner,True,False,"emeralds, geraldine, emerald"
emperor penguin,False,False,No close match found
emu,True,False,"em, demur, sem"
equine,True,False,"quiney, quince, euxine"
ermine,True,True,"ermine, germaine, vermin"
escolar,True,False,"scholar, solar, scholars"
eugarie,True,False,"dearie, erie, wearies"
evening grosbeak,True,False,"grosbeak, evenings"
ewe,True,True,"ewe, ewes, ewer"
fairy shrimp,True,False,"airship, airships, shrimp"
falcon,True,True,"falcon, falcons, falconer"
fall armyworm,False,False,No close match found
fall webworm,False,False,No close match found
fallow deer,True,False,"follower, lowder, flower"
fawn,True,True,"fawn, fawns, fan"
feline,True,True,"feline, felice, feelin"
fennec fox,False,False,No close match found
ferret,True,True,"ferret, ferreted, fret"
fiddler crab,True,False,"fiddler, fiddlers, fiddle"
filaria,True,False,"faria, lariat, filial"
filly,True,True,"filly, fill, finally"
fin whale,True,False,"inhale, finale, inhaled"
finback,True,False,"fink, back, finance"
finback whale,True,False,narwhale
finch,True,True,"finch, flinch, inch"
fire ant,True,False,"fireman, frantz, miscreant"
firebird,True,False,"redbird, fired, fireside"
firebug,True,False,"fire, rebuking, fires"
firefly,True,True,"firefly, freely, firmly"
fish,True,True,"fish, fishy, ish"
fish eagle,True,False,"shale, fuselage, eagle"
fisher,True,True,"fisher, fishery, fishers"
fisher cat,True,False,"fisher, fisherman, fishery"
flacon,True,False,"flagon, falcon, laconic"
flamingo,True,False,"flaming, framing, foaming"
flatfish,True,False,"flats, flash, lavish"
flathead catfish,True,False,flatheads
flatworm,True,False,"platform, flavor, fathom"
flea,True,True,"flea, fleas, lea"
flea beetle,True,False,"leetle, beetle, labeled"
flies,True,True,"flies, lies, follies"
flounder,True,True,"flounder, founder, floundered"
fly,True,True,"fly, flay, fully"
fly fish,True,False,"elfish, jellyfish, wolfish"
flycatcher,True,True,"flycatcher, catcher, fletcher"
flying fish,True,False,"flying, flings, finish"
flying monkey,False,False,No close match found
flying snake,True,False,"flying, flings"
flying squirrel,True,False,"squirrel, squirrels"
foal,True,True,"foal, foals, formal"
forest tent caterpillar,False,False,No close match found
fossa,True,False,"frosts, fossil, atossa"
four eye butterfly fish,False,False,No close match found
foureye butterflyfish,False,False,No close match found
fowl,True,True,"fowl, fowls, owl"
fox,True,True,"fox, foxy, ox"
fox squirrel,True,False,"squirrel, squirrels, squire"
fox terrier,True,False,"terrier, ferrier, terriers"
foxes,True,True,"foxes, foes, fox's"
foxhound,True,True,"foxhound, hound, found"
french bulldog,True,False,bulldog
fresh water fish,False,False,No close match found
freshwater eel,True,False,fresher
freshwater fish,True,False,foresters
freshwater mussel,False,False,No close match found
friesian,True,False,"friesland, resin, parisian"
frog,True,True,"frog, frogs, fro"
frogfish,True,False,"roguish, frogs, romish"
froghopper,True,False,"hopper, trooper, rougher"
frogmouth,True,False,"mouth, froth, yarmouth"
fruit bat,True,False,"fruit, rubato, ribaut"
fruit fly,True,False,"fruitful, fruit, fitly"
fulmar,True,False,"lamar, flare, vulgar"
fungi,True,True,"fungi, flung, fun"
fungus gnat,True,False,fungus
gaboon viper,False,False,No close match found
gadfly,True,False,"gladly, grandly, sadly"
gal,True,True,"gal, goal, gaul"
gall midge,True,False,"galling, midge, glide"
gall wasp,True,False,"gallows, galloway, gallants"
gallinule,True,False,"galling, galileo, galilee"
gamecock,True,True,"gamecock, peacock, mock"
gander,True,True,"gander, grander, grandeur"
gannet,True,False,"garnet, anne, grannie"
gar,True,True,"gar, gear, garb"
garden snake,True,False,"greensnake, gardens, gardener"
garfish,True,False,"garish, garnish, starfish"
garibaldi,True,False,"ribald, archibald, geirbald"
garter snake,True,False,"garters, greensnake, rattlesnake"
